institute_type,institute,branch,quota,seat_type,gender,open_2016,close_2016,open_2017,close_2017,open_2018,close_2018,open_2019,close_2019,open_2020,close_2020,open_2021,close_2021,open_2022,close_2022,open_2023,close_2023,open_2024,close_2024,open_2025,close_2025
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,7656,7839,10890,11172,13491,13870,12621,13007,12933,13631,12126,14062,14871,15343
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,20319,20319,19710,19710,21461,21461,26800,26800,25407,25407,24880,24880,28093,28093,31327,31327
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,15903,17411,16749,17907,19063,20636,24517,26202,25613,27109,23304,25384,23145,27706,28525,31848
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,15490,16103,14093,15356,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,54981,56345,59267,59267,64832,64832,71765,71765,76804,77258,66352,66352,73632,73632,86651,86651
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,44634,57812,47745,58664,61479,65371,58262,78744,58365,84713,53772,76770,67259,73418,60893,88476
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,42430,51940,46330,50145,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,1023,1023,,,,,,,1032,1032
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,2267,2267,,,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,9951,9951,12914,12914,14040,14040,12540,12540,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,9236,10992,8390,10394,12189,12232,11458,11943,5665,12414,10988,11364,10347,12598,11540,14075
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,7932,8830,9298,9483,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,5176,5176,4470,4470,2696,2696,4396,4396,3227,3957,4435,6481,5529,5656,5377,6064
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,3025,3025,5724,5724,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,27646,27646,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,,,39191,40919,39264,43141,27663,31666,31241,35500,41077,42335,38007,40209
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),,,,,390915,390915,,,145568,148142,109376,111808,91270,91270,94871,94871,97172,97172,117238,117238
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,,,,,163987,193316,,,94069,99125,107831,116838,75670,89326,78964,90994,88617,126820,85861,127136
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,NA,33177,36116,54297,56804,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,365089,365089,183196,477967,222174,222174,191592,191592,151517,159529,155861,155861,134705,134705,129629,129629
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,261215,368993,175514,498701,186636,257783,134130,274792,114821,186477,93133,187883,129172,251170,132071,246536
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,NA,68627,109928,118521,170061,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),,,,,32976,32976,38848,38848,29933,29933,25151,25151,28769,28769,24353,24353,20184,20184,21049,21049
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,26622,26664,36831,37904,25908,30569,18462,23045,14287,19912,22793,25922,21045,26400,21582,24756
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,NA,12124,12534,13863,20539,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,9111,9124,12372,13372,6682,7651,6368,6423,4825,7216,7799,8453,6721,7509,8874,9527
GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,NA,3419,4758,7562,7607,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,5196,5610,7961,8162,7642,7904,7057,7157,7926,8294,8558,8667,8834,9188
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,17949,17949,14738,14738,17951,17951,18093,18093,15122,15122,15597,15597,16318,16318,21274,21274
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,13704,15046,12899,14256,14751,16071,14954,17070,15140,16432,16391,18070,17774,19161,18377,20538
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,11687,12734,12911,13878,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,37278,42504,42632,42632,42014,42014,47599,47599,39620,43313,47665,47665,45992,45992,49476,49476
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,20120,43264,32778,40657,39092,46287,45407,49422,15690,47777,37130,48929,43020,50836,36525,58926
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,35575,39443,32823,39015,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,1618,1618,,,,,1980,1980,3213,3213,1618,1618
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,1705,1705,,,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,9506,9506,7174,7174,9861,9861,9588,9588,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,6555,8794,7140,7895,9043,9913,8769,10039,8631,8923,6897,10072,8748,10422,8992,10559
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,5167,7307,8314,8917,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,5530,5530,3101,3101,3315,3315,3406,3406,3606,3924,3033,4308,948,3587,3846,3962
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,3127,3127,5003,5003,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,22175,22175,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,15696,22271,21970,24272,17916,18738,13859,15773,16693,19603,18955,20222,15018,17225
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),,,,,66995,66995,78076,99081,102182,108523,59496,62685,49835,49835,59939,59939,68589,68589,70503,70503
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,,,,,77203,99531,63783,77874,54727,61349,42367,58303,38152,51330,31349,48037,40817,54011,46428,63382
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,NA,28172,31139,36903,48280,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,80644,80644,115558,115558,109536,109536,85510,85510,78298,80429,76430,76430,89527,89527,128714,128714
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,62484,186937,85647,133524,69847,137482,77419,113738,67447,86274,72488,87934,71669,97431,81897,98436
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,NA,61310,84673,79055,121222,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,3505,3505,3099,3099
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),,,,,24463,24463,21428,21428,15914,15914,14211,14211,18185,18185,18746,18746,16723,16723,16085,16085
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,15245,20334,13268,15435,14315,21565,12356,14416,10810,13742,11525,13073,11271,16105,13347,14298
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,NA,9449,10072,10142,16043,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,7084,8261,4833,7147,4111,5769,4484,5395,4140,4547,5923,6172,4280,4500,4594,5792
GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,NA,3522,4146,6117,6408,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,6259,6478,8791,9136,9437,9536,8869,8992,9641,10051,9699,9849,10084,10088
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,18104,18104,16730,16730,20252,20252,17316,17316,18813,18813,19524,19524,23076,23076,22835,22835
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,14267,16336,14494,14904,15700,17124,17590,18634,17113,18415,18828,19932,19277,20863,20596,22756
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,11198,13120,12618,14579,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,53716,54356,44488,44488,56707,56707,58488,58488,55574,55672,51859,51859,56760,56760,64485,64485
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,40080,46911,41356,46588,46584,52116,50234,56944,48381,59602,54479,58639,51079,58657,47997,67237
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,38060,41136,37305,42024,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,1330,1330,,,1629,1629,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,2575,2575,,,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,9753,9753,11395,11395,11349,11349,10897,10897,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,6401,10316,8729,9012,11261,11616,10953,11382,9328,9977,10453,10893,10231,10900,11066,11619
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,7360,7576,7332,8292,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,6861,6861,4686,4686,4841,4841,4298,4298,3530,4255,4520,4636,3662,4260,3645,4717
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,1984,1984,6584,6584,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,22476,22476,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,29222,35288,29546,30878,26343,28482,18420,19160,22690,24398,26117,27284,21035,23746
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),,,,,110011,110011,90594,181352,88151,110806,72461,75423,53440,53440,61742,61742,79757,79757,73828,73828
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,,,,,104594,135478,71307,119601,60675,76868,71810,86297,51921,63526,41134,58446,55437,72701,71149,81167
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,NA,27616,32047,49910,53152,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,229687,291061,149301,149301,181647,181647,128310,128310,108096,137387,94373,94373,114979,114979,110055,110055
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,96709,297996,93703,199638,89632,184542,130600,173767,85701,119711,90075,102401,95469,134701,79517,128531
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,NA,62157,84884,116499,152214,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),NA,,,2643,2643,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),,,,,,,14567,14567,22078,22078,21305,21305,22257,22257,23543,23543,17430,17430,17977,17977
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,19142,20677,12709,18025,18833,24425,15526,16512,14627,16252,12613,16449,16927,19772,14851,18203
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,NA,10209,10581,17039,19644,,,,,,,,,,,,,,,,
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,8509,8649,5816,8012,5868,6668,5687,6148,4418,4621,5752,6330,5944,6665,5877,6595
GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,NA,3200,3200,7634,7671,,,,,,,,,,,,,,,,
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,,,8886,9434,8477,9228,8240,9031
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,17137,19920,17583,20157,18195,21559
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,42369,54665,57219,57876
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,,,45161,54388,23803,50774,36395,57517
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,1952,1952,2311,2311
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,,,10119,11254,9979,11489,4801,11416
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,,,5153,5668,4713,5718,2286,5878
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,,,,,,,,,14291,17386,17031,18701,17262,19522
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,61976,93450,84965,133232
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,,,,,,,,,,,59016,79378,60083,99112,73831,113577
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,,,,,,,,,,,17902,20499,16536,22212,21014,26630
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,,,,,,,,,,,9600,24513,9407,24343,9357,34523
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,,,11836,12171,9671,10185,10281,10376
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,20586,25388,20279,22016,21014,25052
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,62816,64024,67482,68715
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,,,61446,68864,50942,58085,56684,68479
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,2943,2943,,
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,,,12719,13263,11483,12363,10557,11952
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,,,5980,6528,5632,5632,6199,6493
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,,,,,,,,,21327,25367,22105,23182,25549,27594
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,122457,122457,92865,138829
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,,,,,,,,,,,86876,116152,70579,120113,115356,144484
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,,,,,,,,,,,29437,31461,27755,30403,24931,31323
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,,,,,,,,,,,,,20103,30030,15410,15410
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,,,10214,10904,10067,10333,9434,10278
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,19522,21212,18772,21673,20679,23232
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,51280,65927,63756,66733
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,,,38338,62356,51183,60736,58997,66125
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,,,12005,12409,10604,12312,11524,12956
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,,,5765,6630,5001,6447,5888,6445
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,,,,,,,,,18684,22047,21069,23793,20244,22884
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,101967,122144,143194,147287
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,,,,,,,,,,,80932,98678,102962,121375,91677,133575
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,,,,,,,,,,,25770,27334,13729,28693,27049,29840
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,,,,,,,,,,,16685,16685,16593,36343,,
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,,,12488,12989,12826,12942,11069,11218
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,23469,27493,22055,23395,24413,26484
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,68585,73040,76206,76206
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,,,63179,76428,63517,68851,60972,73343
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,,,13667,14077,13846,13950,12009,12704
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,,,6963,7316,6290,6290,6576,6705
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,,,,,,,,,,,,,,,19537,26316,24142,24504,28021,28039
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,122820,122820,144300,153471
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,,,,,,,,,,,,,,,100739,118250,87367,121367,96295,146293
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,,,,,,,,,,,,,,,28164,29444,28100,28487,29104,33268
GFTI,"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,,,,,,,,,,,,,,,,,14926,14926,32874,32874
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,,,,,,,,,357,388,206,251,394,409,454,494,665,678,353,353
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,370,534,597,1085,451,571
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,,,,,,,,,724,1200,604,1298,913,1183,612,1039,944,1667,586,1016
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,,,,,,,,,293,365,275,287,268,344,346,375,351,431,327,341
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,,,,,,,,,59,59,101,101,103,103,189,208,169,229,172,172
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,,,,,,,1595,1595,1442,1814,560,936,,,,,,,1169,1169
GFTI,"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,,,,,2015,3869,2891,8935,1227,3969,1761,4058,1737,5086,1098,3311,1948,9499,1527,3690
